250	1.509962
251	1.509439
252	1.508924
253	1.508416
254	1.507914
255	1.50742
256	1.506932
257	1.506451
258	1.505977
259	1.505508
260	1.505046
261	1.50459
262	1.50414
263	1.503696
264	1.503258
265	1.502825
266	1.502398
267	1.501977
268	1.50156
269	1.50115
270	1.500744
271	1.500343
272	1.499948
273	1.499557
274	1.499171
275	1.49879
276	1.498414
277	1.498042
278	1.497675
279	1.497312
280	1.496953
281	1.496599
282	1.496249
283	1.495904
284	1.495562
285	1.495224
286	1.494891
287	1.494561
288	1.494235
289	1.493913
290	1.493594
291	1.493279
292	1.492968
293	1.49266
294	1.492356
295	1.492055
296	1.491758
297	1.491464
298	1.491173
299	1.490885
300	1.490601
301	1.49032
302	1.490041
303	1.489766
304	1.489494
305	1.489225
306	1.488958
307	1.488695
308	1.488434
309	1.488176
310	1.487921
311	1.487668
312	1.487419
313	1.487171
314	1.486927
315	1.486684
316	1.486445
317	1.486207
318	1.485973
319	1.48574
320	1.48551
321	1.485283
322	1.485057
323	1.484834
324	1.484613
325	1.484395
326	1.484178
327	1.483964
328	1.483751
329	1.483541
330	1.483333
331	1.483127
332	1.482923
333	1.482721
334	1.48252
335	1.482322
336	1.482126
337	1.481931
338	1.481739
339	1.481548
340	1.481359
341	1.481171
342	1.480986
343	1.480802
344	1.48062
345	1.48044
346	1.480261
347	1.480084
348	1.479908
349	1.479734
350	1.479562
351	1.479391
352	1.479222
353	1.479054
354	1.478888
355	1.478724
356	1.47856
357	1.478398
358	1.478238
359	1.478079
360	1.477922
361	1.477765
362	1.47761
363	1.477457
364	1.477305
365	1.477154
366	1.477004
367	1.476856
368	1.476709
369	1.476563
370	1.476419
371	1.476276
372	1.476133
373	1.475992
374	1.475853
375	1.475714
376	1.475577
377	1.47544
378	1.475305
379	1.475171
380	1.475038
381	1.474906
382	1.474776
383	1.474646
384	1.474517
385	1.474389
386	1.474263
387	1.474137
388	1.474012
389	1.473889
390	1.473766
391	1.473645
392	1.473524
393	1.473404
394	1.473285
395	1.473167
396	1.47305
397	1.472934
398	1.472819
399	1.472705
400	1.472591
401	1.472479
402	1.472367
403	1.472256
404	1.472146
405	1.472037
406	1.471928
407	1.471821
408	1.471714
409	1.471608
410	1.471503
411	1.471399
412	1.471295
413	1.471192
414	1.47109
415	1.470989
416	1.470888
417	1.470788
418	1.470689
419	1.47059
420	1.470493
421	1.470396
422	1.470299
423	1.470204
424	1.470109
425	1.470014
426	1.469921
427	1.469828
428	1.469735
429	1.469644
430	1.469553
431	1.469462
432	1.469373
433	1.469283
434	1.469195
435	1.469107
436	1.46902
437	1.468933
438	1.468847
439	1.468761
440	1.468676
441	1.468592
442	1.468508
443	1.468425
444	1.468342
445	1.46826
446	1.468178
447	1.468097
448	1.468016
449	1.467936
450	1.467857
451	1.467778
452	1.467699
453	1.467622
454	1.467544
455	1.467467
456	1.467391
457	1.467315
458	1.467239
459	1.467164
460	1.46709
461	1.467016
462	1.466942
463	1.466869
464	1.466797
465	1.466724
466	1.466653
467	1.466581
468	1.466511
469	1.46644
470	1.46637
471	1.466301
472	1.466231
473	1.466163
474	1.466095
475	1.466027
476	1.465959
477	1.465892
478	1.465826
479	1.46576
480	1.465694
481	1.465628
482	1.465563
483	1.465499
484	1.465434
485	1.46537
486	1.465307
487	1.465244
488	1.465181
489	1.465119
490	1.465057
491	1.464995
492	1.464934
493	1.464873
494	1.464812
495	1.464752
496	1.464692
497	1.464632
498	1.464573
499	1.464514
500	1.464456
501	1.464398
502	1.46434
503	1.464282
504	1.464225
505	1.464168
506	1.464111
507	1.464055
508	1.463999
509	1.463943
510	1.463888
511	1.463833
512	1.463778
513	1.463724
514	1.46367
515	1.463616
516	1.463562
517	1.463509
518	1.463456
519	1.463403
520	1.463351
521	1.463298
522	1.463247
523	1.463195
524	1.463144
525	1.463093
526	1.463042
527	1.462991
528	1.462941
529	1.462891
530	1.462841
531	1.462792
532	1.462742
533	1.462694
534	1.462645
535	1.462596
536	1.462548
537	1.4625
538	1.462452
539	1.462405
540	1.462358
541	1.462311
542	1.462264
543	1.462217
544	1.462171
545	1.462125
546	1.462079
547	1.462033
548	1.461988
549	1.461943
550	1.461898
551	1.461853
552	1.461808
553	1.461764
554	1.46172
555	1.461676
556	1.461632
557	1.461589
558	1.461546
559	1.461503
560	1.46146
561	1.461417
562	1.461375
563	1.461332
564	1.46129
565	1.461249
566	1.461207
567	1.461165
568	1.461124
569	1.461083
570	1.461042
571	1.461002
572	1.460961
573	1.460921
574	1.460881
575	1.460841
576	1.460801
577	1.460761
578	1.460722
579	1.460683
580	1.460644
581	1.460605
582	1.460566
583	1.460527
584	1.460489
585	1.460451
586	1.460413
587	1.460375
588	1.460337
589	1.460299
590	1.460262
591	1.460225
592	1.460188
593	1.460151
594	1.460114
595	1.460078
596	1.460041
597	1.460005
598	1.459969
599	1.459933
600	1.459897
601	1.459861
602	1.459826
603	1.45979
604	1.459755
605	1.45972
606	1.459685
607	1.459651
608	1.459616
609	1.459581
610	1.459547
611	1.459513
612	1.459479
613	1.459445
614	1.459411
615	1.459377
616	1.459344
617	1.45931
618	1.459277
619	1.459244
620	1.459211
621	1.459178
622	1.459145
623	1.459113
624	1.45908
625	1.459048
626	1.459016
627	1.458984
