250	1.510418
251	1.509888
252	1.509366
253	1.508851
254	1.508344
255	1.507843
256	1.507349
257	1.506862
258	1.506381
259	1.505907
260	1.505439
261	1.504978
262	1.504523
263	1.504073
264	1.50363
265	1.503192
266	1.50276
267	1.502334
268	1.501913
269	1.501498
270	1.501088
271	1.500683
272	1.500283
273	1.499888
274	1.499498
275	1.499113
276	1.498733
277	1.498358
278	1.497987
279	1.49762
280	1.497258
281	1.496901
282	1.496548
283	1.496199
284	1.495854
285	1.495513
286	1.495176
287	1.494844
288	1.494515
289	1.49419
290	1.493868
291	1.493551
292	1.493237
293	1.492927
294	1.49262
295	1.492317
296	1.492017
297	1.49172
298	1.491427
299	1.491137
300	1.490851
301	1.490567
302	1.490287
303	1.49001
304	1.489735
305	1.489464
306	1.489196
307	1.48893
308	1.488668
309	1.488408
310	1.488151
311	1.487897
312	1.487645
313	1.487396
314	1.48715
315	1.486906
316	1.486665
317	1.486426
318	1.48619
319	1.485956
320	1.485725
321	1.485496
322	1.485269
323	1.485044
324	1.484822
325	1.484602
326	1.484384
327	1.484169
328	1.483955
329	1.483744
330	1.483534
331	1.483327
332	1.483122
333	1.482919
334	1.482718
335	1.482518
336	1.482321
337	1.482125
338	1.481932
339	1.48174
340	1.48155
341	1.481362
342	1.481175
343	1.480991
344	1.480808
345	1.480626
346	1.480447
347	1.480269
348	1.480093
349	1.479918
350	1.479745
351	1.479573
352	1.479403
353	1.479235
354	1.479068
355	1.478903
356	1.478739
357	1.478576
358	1.478415
359	1.478256
360	1.478097
361	1.477941
362	1.477785
363	1.477631
364	1.477478
365	1.477327
366	1.477177
367	1.477028
368	1.476881
369	1.476734
370	1.476589
371	1.476445
372	1.476303
373	1.476161
374	1.476021
375	1.475882
376	1.475744
377	1.475608
378	1.475472
379	1.475338
380	1.475204
381	1.475072
382	1.474941
383	1.47481
384	1.474681
385	1.474553
386	1.474426
387	1.4743
388	1.474175
389	1.474051
390	1.473928
391	1.473807
392	1.473686
393	1.473565
394	1.473446
395	1.473328
396	1.473211
397	1.473094
398	1.472979
399	1.472864
400	1.472751
401	1.472638
402	1.472526
403	1.472415
404	1.472304
405	1.472195
406	1.472086
407	1.471979
408	1.471872
409	1.471765
410	1.47166
411	1.471555
412	1.471452
413	1.471349
414	1.471246
415	1.471145
416	1.471044
417	1.470944
418	1.470845
419	1.470746
420	1.470648
421	1.470551
422	1.470454
423	1.470358
424	1.470263
425	1.470169
426	1.470075
427	1.469982
428	1.469889
429	1.469798
430	1.469706
431	1.469616
432	1.469526
433	1.469437
434	1.469348
435	1.46926
436	1.469173
437	1.469086
438	1.469
439	1.468914
440	1.468829
441	1.468744
442	1.46866
443	1.468577
444	1.468494
445	1.468412
446	1.46833
447	1.468249
448	1.468168
449	1.468088
450	1.468009
451	1.46793
452	1.467851
453	1.467773
454	1.467696
455	1.467619
456	1.467542
457	1.467466
458	1.467391
459	1.467316
460	1.467241
461	1.467167
462	1.467093
463	1.46702
464	1.466948
465	1.466875
466	1.466804
467	1.466732
468	1.466661
469	1.466591
470	1.466521
471	1.466452
472	1.466382
473	1.466314
474	1.466245
475	1.466178
476	1.46611
477	1.466043
478	1.465976
479	1.46591
480	1.465844
481	1.465779
482	1.465714
483	1.465649
484	1.465585
485	1.465521
486	1.465458
487	1.465394
488	1.465332
489	1.465269
490	1.465207
491	1.465146
492	1.465084
493	1.465023
494	1.464963
495	1.464903
496	1.464843
497	1.464783
498	1.464724
499	1.464665
500	1.464607
501	1.464548
502	1.46449
503	1.464433
504	1.464376
505	1.464319
506	1.464262
507	1.464206
508	1.46415
509	1.464094
510	1.464039
511	1.463984
512	1.463929
513	1.463875
514	1.46382
515	1.463767
516	1.463713
517	1.46366
518	1.463607
519	1.463554
520	1.463502
